,Date,Country,State,City,AvgTemperature
0,2012-01-01,US,Alabama,Birmingham,59.1
1,2012-01-02,US,Alabama,Birmingham,43.0
2,2012-01-03,US,Alabama,Birmingham,30.9
3,2012-01-04,US,Alabama,Birmingham,34.7
4,2012-01-05,US,Alabama,Birmingham,44.1
5,2012-01-06,US,Alabama,Birmingham,46.3
6,2012-01-07,US,Alabama,Birmingham,60.6
7,2012-01-08,US,Alabama,Birmingham,57.4
8,2012-01-09,US,Alabama,Birmingham,59.8
9,2012-01-10,US,Alabama,Birmingham,59.4
10,2012-01-11,US,Alabama,Birmingham,56.4
11,2012-01-12,US,Alabama,Birmingham,46.8
12,2012-01-13,US,Alabama,Birmingham,31.6
13,2012-01-14,US,Alabama,Birmingham,37.7
14,2012-01-15,US,Alabama,Birmingham,44.0
15,2012-01-16,US,Alabama,Birmingham,51.0
16,2012-01-17,US,Alabama,Birmingham,59.3
17,2012-01-18,US,Alabama,Birmingham,50.1
18,2012-01-19,US,Alabama,Birmingham,40.8
19,2012-01-20,US,Alabama,Birmingham,57.9
20,2012-01-21,US,Alabama,Birmingham,64.2
21,2012-01-22,US,Alabama,Birmingham,54.1
22,2012-01-23,US,Alabama,Birmingham,66.2
23,2012-01-24,US,Alabama,Birmingham,52.6
24,2012-01-25,US,Alabama,Birmingham,57.6
25,2012-01-26,US,Alabama,Birmingham,63.8
26,2012-01-27,US,Alabama,Birmingham,51.7
27,2012-01-28,US,Alabama,Birmingham,46.0
28,2012-01-29,US,Alabama,Birmingham,40.5
29,2012-01-30,US,Alabama,Birmingham,44.7
30,2012-01-31,US,Alabama,Birmingham,52.8
31,2012-02-01,US,Alabama,Birmingham,58.5
32,2012-02-02,US,Alabama,Birmingham,59.7
33,2012-02-03,US,Alabama,Birmingham,55.9
34,2012-02-04,US,Alabama,Birmingham,60.7
35,2012-02-05,US,Alabama,Birmingham,57.9
36,2012-02-06,US,Alabama,Birmingham,49.5
37,2012-02-07,US,Alabama,Birmingham,47.9
38,2012-02-08,US,Alabama,Birmingham,49.8
39,2012-02-09,US,Alabama,Birmingham,41.4
40,2012-02-10,US,Alabama,Birmingham,43.4
41,2012-02-11,US,Alabama,Birmingham,38.4
42,2012-02-12,US,Alabama,Birmingham,29.5
43,2012-02-13,US,Alabama,Birmingham,34.8
44,2012-02-14,US,Alabama,Birmingham,43.5
45,2012-02-15,US,Alabama,Birmingham,47.4
46,2012-02-16,US,Alabama,Birmingham,58.3
47,2012-02-17,US,Alabama,Birmingham,53.9
48,2012-02-18,US,Alabama,Birmingham,54.0
49,2012-02-19,US,Alabama,Birmingham,48.9
50,2012-02-20,US,Alabama,Birmingham,42.9
51,2012-02-21,US,Alabama,Birmingham,56.0
52,2012-02-22,US,Alabama,Birmingham,58.7
53,2012-02-23,US,Alabama,Birmingham,68.2
54,2012-02-24,US,Alabama,Birmingham,64.0
55,2012-02-25,US,Alabama,Birmingham,45.2
56,2012-02-26,US,Alabama,Birmingham,50.7
57,2012-02-27,US,Alabama,Birmingham,58.1
58,2012-02-28,US,Alabama,Birmingham,58.9
59,2012-02-29,US,Alabama,Birmingham,65.1
60,2012-03-01,US,Alabama,Birmingham,68.4
61,2012-03-02,US,Alabama,Birmingham,71.9
62,2012-03-03,US,Alabama,Birmingham,55.7
63,2012-03-04,US,Alabama,Birmingham,47.6
64,2012-03-05,US,Alabama,Birmingham,53.5
65,2012-03-06,US,Alabama,Birmingham,51.4
66,2012-03-07,US,Alabama,Birmingham,61.6
67,2012-03-08,US,Alabama,Birmingham,67.6
68,2012-03-09,US,Alabama,Birmingham,56.2
69,2012-03-10,US,Alabama,Birmingham,52.8
70,2012-03-11,US,Alabama,Birmingham,59.7
71,2012-03-12,US,Alabama,Birmingham,64.0
72,2012-03-13,US,Alabama,Birmingham,68.6
73,2012-03-14,US,Alabama,Birmingham,68.5
74,2012-03-15,US,Alabama,Birmingham,70.8
75,2012-03-16,US,Alabama,Birmingham,71.5
76,2012-03-17,US,Alabama,Birmingham,72.1
77,2012-03-18,US,Alabama,Birmingham,72.9
78,2012-03-19,US,Alabama,Birmingham,71.9
79,2012-03-20,US,Alabama,Birmingham,74.7
80,2012-03-21,US,Alabama,Birmingham,74.2
81,2012-03-22,US,Alabama,Birmingham,69.9
82,2012-03-23,US,Alabama,Birmingham,68.5
83,2012-03-24,US,Alabama,Birmingham,65.3
84,2012-03-25,US,Alabama,Birmingham,60.8
85,2012-03-26,US,Alabama,Birmingham,64.4
86,2012-03-27,US,Alabama,Birmingham,68.5
87,2012-03-28,US,Alabama,Birmingham,72.2
88,2012-03-29,US,Alabama,Birmingham,67.8
89,2012-03-30,US,Alabama,Birmingham,66.9
90,2012-03-31,US,Alabama,Birmingham,69.3
91,2012-04-01,US,Alabama,Birmingham,70.5
92,2012-04-02,US,Alabama,Birmingham,74.3
93,2012-04-03,US,Alabama,Birmingham,72.9
94,2012-04-04,US,Alabama,Birmingham,73.0
95,2012-04-05,US,Alabama,Birmingham,67.6
96,2012-04-06,US,Alabama,Birmingham,60.2
97,2012-04-07,US,Alabama,Birmingham,61.5
98,2012-04-08,US,Alabama,Birmingham,63.8
99,2012-04-09,US,Alabama,Birmingham,63.8
100,2012-04-10,US,Alabama,Birmingham,62.0
101,2012-04-11,US,Alabama,Birmingham,58.0
102,2012-04-12,US,Alabama,Birmingham,53.8
103,2012-04-13,US,Alabama,Birmingham,60.2
104,2012-04-14,US,Alabama,Birmingham,67.3
105,2012-04-15,US,Alabama,Birmingham,71.8
106,2012-04-16,US,Alabama,Birmingham,71.4
107,2012-04-17,US,Alabama,Birmingham,64.5
108,2012-04-18,US,Alabama,Birmingham,60.7
109,2012-04-19,US,Alabama,Birmingham,63.0
110,2012-04-20,US,Alabama,Birmingham,65.5
111,2012-04-21,US,Alabama,Birmingham,64.3
112,2012-04-22,US,Alabama,Birmingham,56.7
113,2012-04-23,US,Alabama,Birmingham,53.2
114,2012-04-24,US,Alabama,Birmingham,56.3
115,2012-04-25,US,Alabama,Birmingham,67.9
116,2012-04-26,US,Alabama,Birmingham,74.4
117,2012-04-27,US,Alabama,Birmingham,74.3
118,2012-04-28,US,Alabama,Birmingham,72.3
119,2012-04-29,US,Alabama,Birmingham,74.1
120,2012-04-30,US,Alabama,Birmingham,75.1
121,2012-05-01,US,Alabama,Birmingham,77.2
122,2012-05-02,US,Alabama,Birmingham,78.2
123,2012-05-03,US,Alabama,Birmingham,71.8
124,2012-05-04,US,Alabama,Birmingham,73.3
125,2012-05-05,US,Alabama,Birmingham,76.4
126,2012-05-06,US,Alabama,Birmingham,77.5
127,2012-05-07,US,Alabama,Birmingham,72.1
128,2012-05-08,US,Alabama,Birmingham,72.0
129,2012-05-09,US,Alabama,Birmingham,68.2
130,2012-05-10,US,Alabama,Birmingham,64.7
131,2012-05-11,US,Alabama,Birmingham,66.5
132,2012-05-12,US,Alabama,Birmingham,70.5
133,2012-05-13,US,Alabama,Birmingham,68.1
134,2012-05-14,US,Alabama,Birmingham,66.8
135,2012-05-15,US,Alabama,Birmingham,69.0
136,2012-05-16,US,Alabama,Birmingham,71.0
137,2012-05-17,US,Alabama,Birmingham,72.9
138,2012-05-18,US,Alabama,Birmingham,74.3
139,2012-05-19,US,Alabama,Birmingham,75.4
140,2012-05-20,US,Alabama,Birmingham,75.7
141,2012-05-21,US,Alabama,Birmingham,73.7
142,2012-05-22,US,Alabama,Birmingham,68.4
143,2012-05-23,US,Alabama,Birmingham,71.1
144,2012-05-24,US,Alabama,Birmingham,75.0
145,2012-05-25,US,Alabama,Birmingham,79.9
146,2012-05-26,US,Alabama,Birmingham,80.6
147,2012-05-27,US,Alabama,Birmingham,81.9
148,2012-05-28,US,Alabama,Birmingham,83.2
149,2012-05-29,US,Alabama,Birmingham,82.3
150,2012-05-30,US,Alabama,Birmingham,79.6
151,2012-05-31,US,Alabama,Birmingham,77.6
152,2012-06-01,US,Alabama,Birmingham,72.0
153,2012-06-02,US,Alabama,Birmingham,66.1
154,2012-06-03,US,Alabama,Birmingham,74.4
155,2012-06-04,US,Alabama,Birmingham,71.8
156,2012-06-05,US,Alabama,Birmingham,77.2
157,2012-06-06,US,Alabama,Birmingham,75.8
158,2012-06-07,US,Alabama,Birmingham,73.9
159,2012-06-08,US,Alabama,Birmingham,74.6
160,2012-06-09,US,Alabama,Birmingham,74.3
161,2012-06-10,US,Alabama,Birmingham,71.5
162,2012-06-11,US,Alabama,Birmingham,74.0
163,2012-06-12,US,Alabama,Birmingham,73.9
164,2012-06-13,US,Alabama,Birmingham,78.4
165,2012-06-14,US,Alabama,Birmingham,78.7
166,2012-06-15,US,Alabama,Birmingham,79.0
167,2012-06-16,US,Alabama,Birmingham,79.1
168,2012-06-17,US,Alabama,Birmingham,78.0
169,2012-06-18,US,Alabama,Birmingham,79.5
170,2012-06-19,US,Alabama,Birmingham,79.4
171,2012-06-20,US,Alabama,Birmingham,78.2
172,2012-06-21,US,Alabama,Birmingham,78.7
173,2012-06-22,US,Alabama,Birmingham,82.7
174,2012-06-23,US,Alabama,Birmingham,84.3
175,2012-06-24,US,Alabama,Birmingham,82.4
176,2012-06-25,US,Alabama,Birmingham,85.5
177,2012-06-26,US,Alabama,Birmingham,86.4
178,2012-06-27,US,Alabama,Birmingham,81.8
179,2012-06-28,US,Alabama,Birmingham,85.4
180,2012-06-29,US,Alabama,Birmingham,88.7
181,2012-06-30,US,Alabama,Birmingham,89.7
182,2012-07-01,US,Alabama,Birmingham,90.4
183,2012-07-02,US,Alabama,Birmingham,81.0
184,2012-07-03,US,Alabama,Birmingham,85.3
185,2012-07-04,US,Alabama,Birmingham,84.8
186,2012-07-05,US,Alabama,Birmingham,86.1
187,2012-07-06,US,Alabama,Birmingham,84.0
188,2012-07-07,US,Alabama,Birmingham,82.7
189,2012-07-08,US,Alabama,Birmingham,85.3
190,2012-07-09,US,Alabama,Birmingham,84.1
191,2012-07-10,US,Alabama,Birmingham,81.7
192,2012-07-11,US,Alabama,Birmingham,75.5
193,2012-07-12,US,Alabama,Birmingham,72.6
194,2012-07-13,US,Alabama,Birmingham,78.5
195,2012-07-14,US,Alabama,Birmingham,80.4
196,2012-07-15,US,Alabama,Birmingham,80.1
197,2012-07-16,US,Alabama,Birmingham,81.0
198,2012-07-17,US,Alabama,Birmingham,81.1
199,2012-07-18,US,Alabama,Birmingham,77.3
200,2012-07-19,US,Alabama,Birmingham,79.6
201,2012-07-20,US,Alabama,Birmingham,81.4
202,2012-07-21,US,Alabama,Birmingham,81.3
203,2012-07-22,US,Alabama,Birmingham,81.9
204,2012-07-23,US,Alabama,Birmingham,84.7
205,2012-07-24,US,Alabama,Birmingham,85.8
206,2012-07-25,US,Alabama,Birmingham,87.2
207,2012-07-26,US,Alabama,Birmingham,87.0
208,2012-07-27,US,Alabama,Birmingham,83.8
209,2012-07-28,US,Alabama,Birmingham,82.0
210,2012-07-29,US,Alabama,Birmingham,86.5
211,2012-07-30,US,Alabama,Birmingham,83.6
212,2012-07-31,US,Alabama,Birmingham,79.5
213,2012-08-01,US,Alabama,Birmingham,85.4
214,2012-08-02,US,Alabama,Birmingham,80.8
215,2012-08-03,US,Alabama,Birmingham,78.7
216,2012-08-04,US,Alabama,Birmingham,80.4
217,2012-08-05,US,Alabama,Birmingham,80.9
218,2012-08-06,US,Alabama,Birmingham,82.4
219,2012-08-07,US,Alabama,Birmingham,81.3
220,2012-08-08,US,Alabama,Birmingham,81.3
221,2012-08-09,US,Alabama,Birmingham,78.1
222,2012-08-10,US,Alabama,Birmingham,74.7
223,2012-08-11,US,Alabama,Birmingham,75.8
224,2012-08-12,US,Alabama,Birmingham,73.5
225,2012-08-13,US,Alabama,Birmingham,72.5
226,2012-08-14,US,Alabama,Birmingham,78.2
227,2012-08-15,US,Alabama,Birmingham,76.6
228,2012-08-16,US,Alabama,Birmingham,78.5
229,2012-08-17,US,Alabama,Birmingham,76.6
230,2012-08-18,US,Alabama,Birmingham,76.3
231,2012-08-19,US,Alabama,Birmingham,69.5
232,2012-08-20,US,Alabama,Birmingham,74.7
233,2012-08-21,US,Alabama,Birmingham,74.3
234,2012-08-22,US,Alabama,Birmingham,74.4
235,2012-08-23,US,Alabama,Birmingham,75.4
236,2012-08-24,US,Alabama,Birmingham,76.4
237,2012-08-25,US,Alabama,Birmingham,78.6
238,2012-08-26,US,Alabama,Birmingham,80.0
239,2012-08-27,US,Alabama,Birmingham,79.0
240,2012-08-28,US,Alabama,Birmingham,78.4
241,2012-08-29,US,Alabama,Birmingham,78.6
242,2012-08-30,US,Alabama,Birmingham,78.7
243,2012-08-31,US,Alabama,Birmingham,80.7
244,2012-09-01,US,Alabama,Birmingham,79.3
245,2012-09-02,US,Alabama,Birmingham,79.9
246,2012-09-03,US,Alabama,Birmingham,79.1
247,2012-09-04,US,Alabama,Birmingham,76.2
248,2012-09-05,US,Alabama,Birmingham,78.3
249,2012-09-06,US,Alabama,Birmingham,79.2
250,2012-09-07,US,Alabama,Birmingham,80.0
251,2012-09-08,US,Alabama,Birmingham,78.2
252,2012-09-09,US,Alabama,Birmingham,67.9
253,2012-09-10,US,Alabama,Birmingham,69.4
254,2012-09-11,US,Alabama,Birmingham,71.2
255,2012-09-12,US,Alabama,Birmingham,73.0
256,2012-09-13,US,Alabama,Birmingham,73.2
257,2012-09-14,US,Alabama,Birmingham,73.2
258,2012-09-15,US,Alabama,Birmingham,74.0
259,2012-09-16,US,Alabama,Birmingham,73.5
260,2012-09-17,US,Alabama,Birmingham,73.7
261,2012-09-18,US,Alabama,Birmingham,71.3
262,2012-09-19,US,Alabama,Birmingham,63.3
263,2012-09-20,US,Alabama,Birmingham,64.4
264,2012-09-21,US,Alabama,Birmingham,68.8
265,2012-09-22,US,Alabama,Birmingham,72.8
266,2012-09-23,US,Alabama,Birmingham,67.1
267,2012-09-24,US,Alabama,Birmingham,62.2
268,2012-09-25,US,Alabama,Birmingham,66.5
269,2012-09-26,US,Alabama,Birmingham,70.8
270,2012-09-27,US,Alabama,Birmingham,74.2
271,2012-09-28,US,Alabama,Birmingham,74.2
272,2012-09-29,US,Alabama,Birmingham,73.6
273,2012-09-30,US,Alabama,Birmingham,68.1
274,2012-10-01,US,Alabama,Birmingham,73.5
275,2012-10-02,US,Alabama,Birmingham,64.5
276,2012-10-03,US,Alabama,Birmingham,62.5
277,2012-10-04,US,Alabama,Birmingham,67.3
278,2012-10-05,US,Alabama,Birmingham,69.1
279,2012-10-06,US,Alabama,Birmingham,63.0
280,2012-10-07,US,Alabama,Birmingham,54.8
281,2012-10-08,US,Alabama,Birmingham,53.2
282,2012-10-09,US,Alabama,Birmingham,57.0
283,2012-10-10,US,Alabama,Birmingham,61.0
284,2012-10-11,US,Alabama,Birmingham,62.7
285,2012-10-12,US,Alabama,Birmingham,68.8
286,2012-10-13,US,Alabama,Birmingham,71.8
287,2012-10-14,US,Alabama,Birmingham,71.8
288,2012-10-15,US,Alabama,Birmingham,70.2
289,2012-10-16,US,Alabama,Birmingham,60.1
290,2012-10-17,US,Alabama,Birmingham,63.7
291,2012-10-18,US,Alabama,Birmingham,68.0
292,2012-10-19,US,Alabama,Birmingham,60.2
293,2012-10-20,US,Alabama,Birmingham,57.0
294,2012-10-21,US,Alabama,Birmingham,59.6
295,2012-10-22,US,Alabama,Birmingham,63.4
296,2012-10-23,US,Alabama,Birmingham,64.1
297,2012-10-24,US,Alabama,Birmingham,64.1
298,2012-10-25,US,Alabama,Birmingham,67.2
299,2012-10-26,US,Alabama,Birmingham,69.2
300,2012-10-27,US,Alabama,Birmingham,53.5
301,2012-10-28,US,Alabama,Birmingham,52.8
302,2012-10-29,US,Alabama,Birmingham,47.1
303,2012-10-30,US,Alabama,Birmingham,47.1
304,2012-10-31,US,Alabama,Birmingham,50.4
305,2012-11-01,US,Alabama,Birmingham,50.9
306,2012-11-02,US,Alabama,Birmingham,56.8
307,2012-11-03,US,Alabama,Birmingham,63.3
308,2012-11-04,US,Alabama,Birmingham,63.4
309,2012-11-05,US,Alabama,Birmingham,51.1
310,2012-11-06,US,Alabama,Birmingham,49.5
311,2012-11-07,US,Alabama,Birmingham,49.2
312,2012-11-08,US,Alabama,Birmingham,45.1
313,2012-11-09,US,Alabama,Birmingham,49.0
314,2012-11-10,US,Alabama,Birmingham,54.0
315,2012-11-11,US,Alabama,Birmingham,58.6
316,2012-11-12,US,Alabama,Birmingham,60.4
317,2012-11-13,US,Alabama,Birmingham,42.6
318,2012-11-14,US,Alabama,Birmingham,44.1
319,2012-11-15,US,Alabama,Birmingham,50.9
320,2012-11-16,US,Alabama,Birmingham,48.8
321,2012-11-17,US,Alabama,Birmingham,48.8
322,2012-11-18,US,Alabama,Birmingham,49.8
323,2012-11-19,US,Alabama,Birmingham,45.2
324,2012-11-20,US,Alabama,Birmingham,52.4
325,2012-11-21,US,Alabama,Birmingham,55.6
326,2012-11-22,US,Alabama,Birmingham,54.1
327,2012-11-23,US,Alabama,Birmingham,53.4
328,2012-11-24,US,Alabama,Birmingham,43.6
329,2012-11-25,US,Alabama,Birmingham,40.6
330,2012-11-26,US,Alabama,Birmingham,48.1
331,2012-11-27,US,Alabama,Birmingham,55.1
332,2012-11-28,US,Alabama,Birmingham,44.4
333,2012-11-29,US,Alabama,Birmingham,44.2
334,2012-11-30,US,Alabama,Birmingham,49.9
335,2012-12-01,US,Alabama,Birmingham,55.8
336,2012-12-02,US,Alabama,Birmingham,60.9
337,2012-12-03,US,Alabama,Birmingham,58.5
338,2012-12-04,US,Alabama,Birmingham,61.9
339,2012-12-05,US,Alabama,Birmingham,62.7
340,2012-12-06,US,Alabama,Birmingham,61.2
341,2012-12-07,US,Alabama,Birmingham,60.4
342,2012-12-08,US,Alabama,Birmingham,61.9
343,2012-12-09,US,Alabama,Birmingham,62.8
344,2012-12-10,US,Alabama,Birmingham,62.5
345,2012-12-11,US,Alabama,Birmingham,39.9
346,2012-12-12,US,Alabama,Birmingham,41.6
347,2012-12-13,US,Alabama,Birmingham,43.0
348,2012-12-14,US,Alabama,Birmingham,46.0
349,2012-12-15,US,Alabama,Birmingham,55.7
350,2012-12-16,US,Alabama,Birmingham,60.5
351,2012-12-17,US,Alabama,Birmingham,58.8
352,2012-12-18,US,Alabama,Birmingham,51.8
353,2012-12-19,US,Alabama,Birmingham,54.7
354,2012-12-20,US,Alabama,Birmingham,56.1
355,2012-12-21,US,Alabama,Birmingham,40.8
356,2012-12-22,US,Alabama,Birmingham,38.8
357,2012-12-23,US,Alabama,Birmingham,41.0
358,2012-12-24,US,Alabama,Birmingham,56.3
359,2012-12-25,US,Alabama,Birmingham,49.8
360,2012-12-26,US,Alabama,Birmingham,44.3
361,2012-12-27,US,Alabama,Birmingham,34.3
362,2012-12-28,US,Alabama,Birmingham,37.8
363,2012-12-29,US,Alabama,Birmingham,39.8
364,2012-12-30,US,Alabama,Birmingham,34.5
365,2012-12-31,US,Alabama,Birmingham,41.0
366,2012-01-01,US,Alabama,Huntsville,56.5
367,2012-01-02,US,Alabama,Huntsville,40.0
368,2012-01-03,US,Alabama,Huntsville,28.2
369,2012-01-04,US,Alabama,Huntsville,32.6
370,2012-01-05,US,Alabama,Huntsville,40.9
371,2012-01-06,US,Alabama,Huntsville,45.0
372,2012-01-07,US,Alabama,Huntsville,55.7
373,2012-01-08,US,Alabama,Huntsville,53.4
374,2012-01-09,US,Alabama,Huntsville,55.3
375,2012-01-10,US,Alabama,Huntsville,54.8
376,2012-01-11,US,Alabama,Huntsville,55.1
377,2012-01-12,US,Alabama,Huntsville,45.1
378,2012-01-13,US,Alabama,Huntsville,30.1
379,2012-01-14,US,Alabama,Huntsville,35.4
380,2012-01-15,US,Alabama,Huntsville,41.2
381,2012-01-16,US,Alabama,Huntsville,48.3
382,2012-01-17,US,Alabama,Huntsville,58.7
383,2012-01-18,US,Alabama,Huntsville,42.9
384,2012-01-19,US,Alabama,Huntsville,38.1
385,2012-01-20,US,Alabama,Huntsville,54.9
386,2012-01-21,US,Alabama,Huntsville,56.8
387,2012-01-22,US,Alabama,Huntsville,49.4
388,2012-01-23,US,Alabama,Huntsville,61.8
389,2012-01-24,US,Alabama,Huntsville,49.0
390,2012-01-25,US,Alabama,Huntsville,52.6
391,2012-01-26,US,Alabama,Huntsville,62.1
392,2012-01-27,US,Alabama,Huntsville,50.6
393,2012-01-28,US,Alabama,Huntsville,44.9
394,2012-01-29,US,Alabama,Huntsville,39.4
395,2012-01-30,US,Alabama,Huntsville,44.2
396,2012-01-31,US,Alabama,Huntsville,50.8
397,2012-02-01,US,Alabama,Huntsville,56.4
398,2012-02-02,US,Alabama,Huntsville,56.5
399,2012-02-03,US,Alabama,Huntsville,51.0
400,2012-02-04,US,Alabama,Huntsville,55.7
401,2012-02-05,US,Alabama,Huntsville,56.4
402,2012-02-06,US,Alabama,Huntsville,49.1
403,2012-02-07,US,Alabama,Huntsville,45.1
404,2012-02-08,US,Alabama,Huntsville,47.9
405,2012-02-09,US,Alabama,Huntsville,40.6
406,2012-02-10,US,Alabama,Huntsville,37.1
407,2012-02-11,US,Alabama,Huntsville,34.8
408,2012-02-12,US,Alabama,Huntsville,27.6
409,2012-02-13,US,Alabama,Huntsville,31.5
410,2012-02-14,US,Alabama,Huntsville,42.1
411,2012-02-15,US,Alabama,Huntsville,45.9
412,2012-02-16,US,Alabama,Huntsville,56.7
413,2012-02-17,US,Alabama,Huntsville,50.6
414,2012-02-18,US,Alabama,Huntsville,49.4
415,2012-02-19,US,Alabama,Huntsville,46.2
416,2012-02-20,US,Alabama,Huntsville,40.2
417,2012-02-21,US,Alabama,Huntsville,53.1
418,2012-02-22,US,Alabama,Huntsville,53.8
419,2012-02-23,US,Alabama,Huntsville,63.1
420,2012-02-24,US,Alabama,Huntsville,62.0
421,2012-02-25,US,Alabama,Huntsville,42.8
422,2012-02-26,US,Alabama,Huntsville,45.3
423,2012-02-27,US,Alabama,Huntsville,54.5
424,2012-02-28,US,Alabama,Huntsville,55.7
425,2012-02-29,US,Alabama,Huntsville,65.5
426,2012-03-01,US,Alabama,Huntsville,63.4
427,2012-03-02,US,Alabama,Huntsville,69.3
428,2012-03-03,US,Alabama,Huntsville,54.3
429,2012-03-04,US,Alabama,Huntsville,45.3
430,2012-03-05,US,Alabama,Huntsville,49.9
431,2012-03-06,US,Alabama,Huntsville,48.0
432,2012-03-07,US,Alabama,Huntsville,58.8
433,2012-03-08,US,Alabama,Huntsville,64.1
434,2012-03-09,US,Alabama,Huntsville,51.3
435,2012-03-10,US,Alabama,Huntsville,50.2
436,2012-03-11,US,Alabama,Huntsville,56.5
437,2012-03-12,US,Alabama,Huntsville,64.7
438,2012-03-13,US,Alabama,Huntsville,69.0
439,2012-03-14,US,Alabama,Huntsville,67.2
440,2012-03-15,US,Alabama,Huntsville,70.0
441,2012-03-16,US,Alabama,Huntsville,66.4
442,2012-03-17,US,Alabama,Huntsville,69.3
443,2012-03-18,US,Alabama,Huntsville,70.0
444,2012-03-19,US,Alabama,Huntsville,68.9
445,2012-03-20,US,Alabama,Huntsville,72.2
446,2012-03-21,US,Alabama,Huntsville,71.5
447,2012-03-22,US,Alabama,Huntsville,69.3
448,2012-03-23,US,Alabama,Huntsville,67.2
449,2012-03-24,US,Alabama,Huntsville,61.2
450,2012-03-25,US,Alabama,Huntsville,57.6
451,2012-03-26,US,Alabama,Huntsville,64.8
452,2012-03-27,US,Alabama,Huntsville,66.6
453,2012-03-28,US,Alabama,Huntsville,69.1
454,2012-03-29,US,Alabama,Huntsville,68.3
455,2012-03-30,US,Alabama,Huntsville,66.7
456,2012-03-31,US,Alabama,Huntsville,65.9
457,2012-04-01,US,Alabama,Huntsville,67.2
458,2012-04-02,US,Alabama,Huntsville,72.1
459,2012-04-03,US,Alabama,Huntsville,71.3
460,2012-04-04,US,Alabama,Huntsville,69.9
461,2012-04-05,US,Alabama,Huntsville,65.2
462,2012-04-06,US,Alabama,Huntsville,58.8
463,2012-04-07,US,Alabama,Huntsville,58.3
464,2012-04-08,US,Alabama,Huntsville,62.7
465,2012-04-09,US,Alabama,Huntsville,60.3
466,2012-04-10,US,Alabama,Huntsville,60.5
467,2012-04-11,US,Alabama,Huntsville,56.2
468,2012-04-12,US,Alabama,Huntsville,51.1
469,2012-04-13,US,Alabama,Huntsville,57.6
470,2012-04-14,US,Alabama,Huntsville,65.9
471,2012-04-15,US,Alabama,Huntsville,70.7
472,2012-04-16,US,Alabama,Huntsville,72.5
473,2012-04-17,US,Alabama,Huntsville,62.6
474,2012-04-18,US,Alabama,Huntsville,61.0
475,2012-04-19,US,Alabama,Huntsville,58.2
476,2012-04-20,US,Alabama,Huntsville,64.9
477,2012-04-21,US,Alabama,Huntsville,61.3
478,2012-04-22,US,Alabama,Huntsville,54.4
479,2012-04-23,US,Alabama,Huntsville,52.5
480,2012-04-24,US,Alabama,Huntsville,55.5
481,2012-04-25,US,Alabama,Huntsville,67.1
482,2012-04-26,US,Alabama,Huntsville,73.2
483,2012-04-27,US,Alabama,Huntsville,73.0
484,2012-04-28,US,Alabama,Huntsville,71.0
485,2012-04-29,US,Alabama,Huntsville,73.1
486,2012-04-30,US,Alabama,Huntsville,74.3
487,2012-05-01,US,Alabama,Huntsville,76.0
488,2012-05-02,US,Alabama,Huntsville,77.8
489,2012-05-03,US,Alabama,Huntsville,72.1
490,2012-05-04,US,Alabama,Huntsville,71.1
491,2012-05-05,US,Alabama,Huntsville,74.1
492,2012-05-06,US,Alabama,Huntsville,76.1
493,2012-05-07,US,Alabama,Huntsville,72.1
494,2012-05-08,US,Alabama,Huntsville,70.5
495,2012-05-09,US,Alabama,Huntsville,69.1
496,2012-05-10,US,Alabama,Huntsville,64.8
497,2012-05-11,US,Alabama,Huntsville,65.3
498,2012-05-12,US,Alabama,Huntsville,70.4
499,2012-05-13,US,Alabama,Huntsville,67.3
500,2012-05-14,US,Alabama,Huntsville,66.6
501,2012-05-15,US,Alabama,Huntsville,70.0
502,2012-05-16,US,Alabama,Huntsville,70.3
503,2012-05-17,US,Alabama,Huntsville,71.9
504,2012-05-18,US,Alabama,Huntsville,73.7
505,2012-05-19,US,Alabama,Huntsville,74.2
506,2012-05-20,US,Alabama,Huntsville,75.0
507,2012-05-21,US,Alabama,Huntsville,73.7
508,2012-05-22,US,Alabama,Huntsville,65.7
509,2012-05-23,US,Alabama,Huntsville,69.2
510,2012-05-24,US,Alabama,Huntsville,74.1
511,2012-05-25,US,Alabama,Huntsville,79.2
512,2012-05-26,US,Alabama,Huntsville,80.4
513,2012-05-27,US,Alabama,Huntsville,80.9
514,2012-05-28,US,Alabama,Huntsville,83.2
515,2012-05-29,US,Alabama,Huntsville,81.4
516,2012-05-30,US,Alabama,Huntsville,77.5
517,2012-05-31,US,Alabama,Huntsville,78.3
518,2012-06-01,US,Alabama,Huntsville,70.5
519,2012-06-02,US,Alabama,Huntsville,64.2
520,2012-06-03,US,Alabama,Huntsville,71.6
521,2012-06-04,US,Alabama,Huntsville,72.4
522,2012-06-05,US,Alabama,Huntsville,74.8
523,2012-06-06,US,Alabama,Huntsville,73.5
524,2012-06-07,US,Alabama,Huntsville,73.0
525,2012-06-08,US,Alabama,Huntsville,71.2
526,2012-06-09,US,Alabama,Huntsville,76.9
527,2012-06-10,US,Alabama,Huntsville,72.6
528,2012-06-11,US,Alabama,Huntsville,75.0
529,2012-06-12,US,Alabama,Huntsville,73.5
530,2012-06-13,US,Alabama,Huntsville,78.0
531,2012-06-14,US,Alabama,Huntsville,77.6
532,2012-06-15,US,Alabama,Huntsville,80.2
533,2012-06-16,US,Alabama,Huntsville,78.9
534,2012-06-17,US,Alabama,Huntsville,77.6
535,2012-06-18,US,Alabama,Huntsville,78.5
536,2012-06-19,US,Alabama,Huntsville,79.7
